beta	category	phenocode	phenostring	pval	phewas_code	phewas_string	category_name
0.3897	Diseases of the eye and adnexa	H7_RETINOPATHYDIAB_BKG_SEVERE	Severe diabetic background retinopathy	0.04273	H7_RETINOPATHYDIAB_BKG_SEVERE	Severe diabetic background retinopathy	Diseases of the eye and adnexa
-0.2126	Diseases of the ear and mastoid process	H8_MENIERE	Meniere disease	0.04288	H8_MENIERE	Meniere disease	Diseases of the ear and mastoid process
0.5285	Diseases of the nervous system	G6_DEGENOTH	Other and unspecified degenerative diseases of nervous system	0.04307	G6_DEGENOTH	Other and unspecified degenerative diseases of nervous system	Diseases of the nervous system
0.057	Endocrine, nutritional and metabolic diseases	E4_DM2	Type 2 diabetes	0.04347	E4_DM2	Type 2 diabetes	Endocrine, nutritional and metabolic diseases
-0.6036	Diseases of the musculoskeletal system and connective tissue	M13_CALCANSPUR	Calcaneal spur	0.04367	M13_CALCANSPUR	Calcaneal spur	Diseases of the musculoskeletal system and connective tissue
-0.3878	Neoplasms from cancer register	C3_BRAIN	Malignant neoplasm of brain	0.04431	C3_BRAIN	Malignant neoplasm of brain	Neoplasms from cancer register
-0.3564	Neoplasms from hospital discharges	CD2_BENIGN_SMALL_INTESTINE_EXALLC	Benign neoplasm: Small intestine (other cancers excluded from controls)	0.04623	CD2_BENIGN_SMALL_INTESTINE_EXALLC	Benign neoplasm: Small intestine (other cancers excluded from controls)	Neoplasms from hospital discharges
0.5808	Diseases of the skin and subcutaneous tissue	L12_GRANUANNU	Granuloma annulare	0.04634	L12_GRANUANNU	Granuloma annulare	Diseases of the skin and subcutaneous tissue
-0.3864	Neoplasms from cancer register	C3_BRAIN_EXALLC	Malignant neoplasm of brain (other cancers excluded from controls)	0.04661	C3_BRAIN_EXALLC	Malignant neoplasm of brain (other cancers excluded from controls)	Neoplasms from cancer register
0.1487	Diseases of the ear and mastoid process	H8_EXTOTITIS	Otitis externa	0.04696	H8_EXTOTITIS	Otitis externa	Diseases of the ear and mastoid process
0.672	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	D3_ANAEMIAINCHRONICDISEASE	Anaemia in chronic diseases classified elsewhere	0.04717	D3_ANAEMIAINCHRONICDISEASE	Anaemia in chronic diseases classified elsewhere	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
0.2854	Diseases of the skin and subcutaneous tissue	L12_URTICA_DERTMATOG	Dermatographic urticaria	0.04718	L12_URTICA_DERTMATOG	Dermatographic urticaria	Diseases of the skin and subcutaneous tissue
0.07	Other	C_STROKE	STROKE	0.04819	C_STROKE	STROKE	Other
-0.1346	Diseases of the respiratory system	J10_INFLUENZA	All influenza	0.0484	J10_INFLUENZA	All influenza	Diseases of the respiratory system
0.0435	Diseases of the nervous system	G6_EPIPAROX	Episodal and paroxysmal disorders	0.04845	G6_EPIPAROX	Episodal and paroxysmal disorders	Diseases of the nervous system
0.2528	Endocrine, nutritional and metabolic diseases	E4_VOLUME	Volume depletion	0.0491	E4_VOLUME	Volume depletion	Endocrine, nutritional and metabolic diseases
-0.2469	Diseases of the skin and subcutaneous tissue	L12_NAILDIS	Nail disorders	0.04922	L12_NAILDIS	Nail disorders	Diseases of the skin and subcutaneous tissue
-0.3517	Neoplasms from hospital discharges	CD2_BENIGN_SMALL_INTESTINE	Benign neoplasm: Small intestine	0.04976	CD2_BENIGN_SMALL_INTESTINE	Benign neoplasm: Small intestine	Neoplasms from hospital discharges
0.0579	Diabetes endpoints	T2D	Type 2 diabetes, definitions combined	0.05044	T2D	Type 2 diabetes, definitions combined	Diabetes endpoints
0.0513	Endocrine, nutritional and metabolic diseases	E4_DIABETES	Diabetes mellitus	0.05235	E4_DIABETES	Diabetes mellitus	Endocrine, nutritional and metabolic diseases
0.2167	Diseases of the circulatory system	I9_ARTOTH	Other diseases of arteries and capillaries	0.05253	I9_ARTOTH	Other diseases of arteries and capillaries	Diseases of the circulatory system
-0.5392	Injury, poisoning and certain other consequences of external causes	ST19_FOREI_BODY_EAR	Foreign body in ear	0.05264	ST19_FOREI_BODY_EAR	Foreign body in ear	Injury, poisoning and certain other consequences of external causes
-0.4277	Diseases of the nervous system	G6_ALCODEGEN	Degeneration of the brain due to alcohol	0.05319	G6_ALCODEGEN	Degeneration of the brain due to alcohol	Diseases of the nervous system
0.057	Endocrine, nutritional and metabolic diseases	E4_DM2_STRICT	Type 2 diabetes, strict (exclude DM1)	0.0533	E4_DM2_STRICT	Type 2 diabetes, strict (exclude DM1)	Endocrine, nutritional and metabolic diseases
-0.332	Diseases of the digestive system	K11_MALABSORB	Intestinal malabsorbtion	0.0541	K11_MALABSORB	Intestinal malabsorbtion	Diseases of the digestive system
0.1344	Diseases of the ear and mastoid process	H8_TINNITUS	Tinnitus	0.05452	H8_TINNITUS	Tinnitus	Diseases of the ear and mastoid process
-0.4251	Other	ALCONEURODEGEN	Degeneration of nervous system due to alcohol	0.05473	ALCONEURODEGEN	Degeneration of nervous system due to alcohol	Other
-0.3182	Diseases of the nervous system	FE_STRICT	Focal epilepsy	0.0549	FE_STRICT	Focal epilepsy	Diseases of the nervous system
-0.2659	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	D3_COAGOTHER	Other coagulation defects	0.0552	D3_COAGOTHER	Other coagulation defects	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
0.0762	Diseases of the skin and subcutaneous tissue	L12_OTHERSKINSUBCUTIS	Other disorders of skin and subcutaneous tissue	0.05604	L12_OTHERSKINSUBCUTIS	Other disorders of skin and subcutaneous tissue	Diseases of the skin and subcutaneous tissue
0.1788	Diseases of the digestive system	K11_CROHN	Crohn disease	0.05661	K11_CROHN	Crohn disease	Diseases of the digestive system
-0.6223	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	D3_VONVILLEBRAND	Von Willebrand disease	0.0568	D3_VONVILLEBRAND	Von Willebrand disease	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
-0.4777	Certain infectious and parasitic diseases	AB1_HELMINTIASES	Helminthiases	0.05725	AB1_HELMINTIASES	Helminthiases	Certain infectious and parasitic diseases
-0.1571	Asthma and related endpoints	INFLUENZA	All influenza (not pneumonia)	0.05752	INFLUENZA	All influenza (not pneumonia)	Asthma and related endpoints
0.0538	Diseases of the circulatory system	I9_DISVEINLYMPH	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	0.05763	I9_DISVEINLYMPH	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	Diseases of the circulatory system
0.5056	Other	P16_DISORD_RELATED_LENGTH_GESTATION_FETAL_GROWTH	Disorders related to length of gestation and fetal growth	0.05798	P16_DISORD_RELATED_LENGTH_GESTATION_FETAL_GROWTH	Disorders related to length of gestation and fetal growth	Other
0.0577	Certain infectious and parasitic diseases	AB1_OTHER_BACTERIAL	Other bacterial diseases	0.0585	AB1_OTHER_BACTERIAL	Other bacterial diseases	Certain infectious and parasitic diseases
0.5881	Diseases of the musculoskeletal system and connective tissue	M13_FORESTIER	Ankylosing hyperostosis [Forestier]	0.05864	M13_FORESTIER	Ankylosing hyperostosis [Forestier]	Diseases of the musculoskeletal system and connective tissue
0.3068	Diseases of the digestive system	K11_GALLBLAOTH	Other diseases of gallbladder	0.05954	K11_GALLBLAOTH	Other diseases of gallbladder	Diseases of the digestive system
-0.2187	Mental and behavioural disorders	F5_DELIRIUM	Delirium, not induced by alcohol and other psychoactive substances	0.05998	F5_DELIRIUM	Delirium, not induced by alcohol and other psychoactive substances	Mental and behavioural disorders
-0.2154	Neurological endpoints	AMN2	Transient global amnesia	0.06077	AMN2	Transient global amnesia	Neurological endpoints
0.0399	Diseases of the circulatory system	I9_CVD	Cardiovascular diseases	0.06077	I9_CVD	Cardiovascular diseases	Diseases of the circulatory system
0.6152	Congenital malformations, deformations and chromosomal abnormalities	Q17_PHAKOMATOSES_NOT_ELSEW_CLASSIFIED	Phakomatoses, not elsewhere classified	0.06221	Q17_PHAKOMATOSES_NOT_ELSEW_CLASSIFIED	Phakomatoses, not elsewhere classified	Congenital malformations, deformations and chromosomal abnormalities
0.4577	Injury, poisoning and certain other consequences of external causes	ST19_SUPERF_INJURI_INVOLVI_MULTIPLE_BODY_REGIONS	Superficial injuries involving multiple body regions	0.0626	ST19_SUPERF_INJURI_INVOLVI_MULTIPLE_BODY_REGIONS	Superficial injuries involving multiple body regions	Injury, poisoning and certain other consequences of external causes
-0.1365	Diseases of the eye and adnexa	H7_AMD	Age-related macular degeneration (whether dry or wet)	0.06379	H7_AMD	Age-related macular degeneration (whether dry or wet)	Diseases of the eye and adnexa
-0.2161	Injury, poisoning and certain other consequences of external causes	ST19_OPEN_WOUND_ANKLE_FOOT	Open wound of ankle and foot	0.06423	ST19_OPEN_WOUND_ANKLE_FOOT	Open wound of ankle and foot	Injury, poisoning and certain other consequences of external causes
0.0486	Diabetes endpoints	DIABETES_FG	Diabetes, varying definitions	0.06442	DIABETES_FG	Diabetes, varying definitions	Diabetes endpoints
0.2829	Injury, poisoning and certain other consequences of external causes	ST19_FOREI_BODY_ALIME_TRACT	Foreign body in alimentary tract	0.06465	ST19_FOREI_BODY_ALIME_TRACT	Foreign body in alimentary tract	Injury, poisoning and certain other consequences of external causes
-0.069	Factors influencing health status and contact with health services	Z21_CONTRACEPTIVE_MANAG	Contraceptive management	0.06533	Z21_CONTRACEPTIVE_MANAG	Contraceptive management	Factors influencing health status and contact with health services
-0.0453	Pregnancy, childbirth and the puerperium	O15_PREG_BIRTH_PUERP	Pregnancy, childbirth and the puerperium	0.06547	O15_PREG_BIRTH_PUERP	Pregnancy, childbirth and the puerperium	Pregnancy, childbirth and the puerperium
-0.1834	Mental and behavioural disorders	F5_MIXPER	Mixed and other personality disorders	0.06616	F5_MIXPER	Mixed and other personality disorders	Mental and behavioural disorders
0.4912	Diseases of the respiratory system	J10_ASBESTPNEUMOC	Pneumoconiosis due to asbestos and other mineral fibres	0.06659	J10_ASBESTPNEUMOC	Pneumoconiosis due to asbestos and other mineral fibres	Diseases of the respiratory system
0.5858	Mental and behavioural disorders	F5_SEXDYS	Sexual dysfunction	0.06733	F5_SEXDYS	Sexual dysfunction	Mental and behavioural disorders
0.1301	Diseases of the eye and adnexa	H7_RETINOPATHYDIAB	Diabetic retinopathy	0.06785	H7_RETINOPATHYDIAB	Diabetic retinopathy	Diseases of the eye and adnexa
0.3658	Rheuma endpoints	SLE_NOS	Systemic lupus erythematosus, unspecified	0.06788	SLE_NOS	Systemic lupus erythematosus, unspecified	Rheuma endpoints
-0.4573	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism	D3_BLOODNAS	Other and unspecified diseases of blood and blood-forming organs	0.06804	D3_BLOODNAS	Other and unspecified diseases of blood and blood-forming organs	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
0.3865	Neoplasms from hospital discharges	CD2_BENIGN_LARYNX	Benign neoplasm: Larynx	0.06836	CD2_BENIGN_LARYNX	Benign neoplasm: Larynx	Neoplasms from hospital discharges
0.0978	Diseases of the musculoskeletal system and connective tissue	M13_ARTHTROSIS_COX_PRIM_HIPSURG	Coxarthrosis, primary, with hip surgery	0.06865	M13_ARTHTROSIS_COX_PRIM_HIPSURG	Coxarthrosis, primary, with hip surgery	Diseases of the musculoskeletal system and connective tissue
-0.2286	Diseases of the circulatory system	I9_LYMPHADE	Nonspesific lymphadenitis	0.06874	I9_LYMPHADE	Nonspesific lymphadenitis	Diseases of the circulatory system
0.2858	Gastrointestinal endpoints	ULCERILEO	Ulcerative ileocolitis	0.06898	ULCERILEO	Ulcerative ileocolitis	Gastrointestinal endpoints
-0.1105	Diseases of the nervous system	G6_AD_WIDE	Alzheimer's disease, wide definition	0.0694	G6_AD_WIDE	Alzheimer's disease, wide definition	Diseases of the nervous system
-0.2538	Diseases of the eye and adnexa	H7_GLAUCOMA_NTG	Normotensive glaucoma	0.0697	H7_GLAUCOMA_NTG	Normotensive glaucoma	Diseases of the eye and adnexa
0.1409	Diseases of the genitourinary system	N14_BENIGNMAMDYSP	Benign mammary dysplasia	0.06978	N14_BENIGNMAMDYSP	Benign mammary dysplasia	Diseases of the genitourinary system
-0.118	Pregnancy, childbirth and the puerperium	O15_PRETERM	Preterm labour and delivery	0.07001	O15_PRETERM	Preterm labour and delivery	Pregnancy, childbirth and the puerperium
0.317	Neoplasms from hospital discharges	CD2_BENIGN_URINARY	Benign neoplasm of urinary organs	0.07063	CD2_BENIGN_URINARY	Benign neoplasm of urinary organs	Neoplasms from hospital discharges
0.3819	Neoplasms from hospital discharges	CD2_BENIGN_LARYNX_EXALLC	Benign neoplasm: Larynx (other cancers excluded from controls)	0.07162	CD2_BENIGN_LARYNX_EXALLC	Benign neoplasm: Larynx (other cancers excluded from controls)	Neoplasms from hospital discharges
0.0699	Diseases of the genitourinary system	N14_FEMALEGENINF	Inflammatory diseases of female pelvic organs	0.07198	N14_FEMALEGENINF	Inflammatory diseases of female pelvic organs	Diseases of the genitourinary system
0.4198	Diseases of the musculoskeletal system and connective tissue	M13_SYSTSLCE	Systemic sclerosis	0.07212	M13_SYSTSLCE	Systemic sclerosis	Diseases of the musculoskeletal system and connective tissue
-0.4417	Pregnancy, childbirth and the puerperium	O15_MATERN_INFECT_ELSEWHERE	Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and  the puerperium	0.07253	O15_MATERN_INFECT_ELSEWHERE	Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and  the puerperium	Pregnancy, childbirth and the puerperium
0.3138	Neoplasms from hospital discharges	CD2_BENIGN_URINARY_EXALLC	Benign neoplasm of urinary organs (other cancers excluded from controls)	0.07354	CD2_BENIGN_URINARY_EXALLC	Benign neoplasm of urinary organs (other cancers excluded from controls)	Neoplasms from hospital discharges
0.0416	Diseases of the genitourinary system	N14_FEMALEGENNONINF	Noninflammatory disorders of female genital tract	0.07424	N14_FEMALEGENNONINF	Noninflammatory disorders of female genital tract	Diseases of the genitourinary system
-0.5437	Diseases of the nervous system	G6_MENINGOTH	Other meningitis	0.0743	G6_MENINGOTH	Other meningitis	Diseases of the nervous system
-0.6018	Neoplasms from hospital discharges	CD2_BENIGN_PANCREAS_EXALLC	Benign neoplasm: Pancreas (other cancers excluded from controls)	0.07477	CD2_BENIGN_PANCREAS_EXALLC	Benign neoplasm: Pancreas (other cancers excluded from controls)	Neoplasms from hospital discharges
-0.5984	Neoplasms from hospital discharges	CD2_BENIGN_PANCREAS	Benign neoplasm: Pancreas	0.0749	CD2_BENIGN_PANCREAS	Benign neoplasm: Pancreas	Neoplasms from hospital discharges
-0.2056	Diseases of the musculoskeletal system and connective tissue	M13_SJOGREN	Sicca syndrome [Sjogren]	0.07498	M13_SJOGREN	Sicca syndrome [Sjogren]	Diseases of the musculoskeletal system and connective tissue
0.5895	Endocrine, nutritional and metabolic diseases	E4_CUSHING	Cushing syndrome	0.07599	E4_CUSHING	Cushing syndrome	Endocrine, nutritional and metabolic diseases
-0.5242	Congenital malformations, deformations and chromosomal abnormalities	Q17_CONGEN_MALFO_BREAST	Congenital malformations of breast	0.07654	Q17_CONGEN_MALFO_BREAST	Congenital malformations of breast	Congenital malformations, deformations and chromosomal abnormalities
0.439	Neoplasms from hospital discharges	CD2_BENIGN_SKIN_UPPERLIMB	Benign neoplasm: Skin of upper limb, including shoulder	0.07806	CD2_BENIGN_SKIN_UPPERLIMB	Benign neoplasm: Skin of upper limb, including shoulder	Neoplasms from hospital discharges
0.2123	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	R18_FAECAL_INCONTINENCE	Faecal incontinence	0.07854	R18_FAECAL_INCONTINENCE	Faecal incontinence	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified
0.4379	Neoplasms from hospital discharges	CD2_BENIGN_SKIN_UPPERLIMB_EXALLC	Benign neoplasm: Skin of upper limb, including shoulder (other cancers excluded from controls)	0.07945	CD2_BENIGN_SKIN_UPPERLIMB_EXALLC	Benign neoplasm: Skin of upper limb, including shoulder (other cancers excluded from controls)	Neoplasms from hospital discharges
0.1758	Diseases of the nervous system	G6_BELLPA	Bell's palsy	0.07955	G6_BELLPA	Bell's palsy	Diseases of the nervous system
0.0575	Diseases of the musculoskeletal system and connective tissue	M13_SOFTTISSUEOTH	Other soft tissue disorders, not elsewhere classified	0.07971	M13_SOFTTISSUEOTH	Other soft tissue disorders, not elsewhere classified	Diseases of the musculoskeletal system and connective tissue
